work_item,predictions
WI_011414,-63828324056022.16
WI_011415,-63828324056005.9
WI_011418,-63828324056049.31
WI_011419,-63828324056071.266
WI_011421,-63828324056048.24
WI_011422,-63828324056029.65
WI_011425,-63828324056013.5
WI_011426,-63828324055956.836
WI_011427,-63828324055999.5
WI_011428,-63828324056049.695
WI_011431,-63828324056048.47
WI_011432,-63828324056048.234
WI_011434,-63828324056050.05
WI_011435,-63828324056053.74
WI_011436,-63828324056050.83
WI_011437,-63828324055898.41
WI_011438,-63828324056048.234
WI_011440,-63828324056038.76
WI_011441,-63828324056042.45
WI_011442,-63828324056027.69
WI_011443,-63828324056048.734
WI_011444,-63828324056094.5
WI_011447,-63828324056080.47
WI_011452,-63828324056048.04
WI_011454,-63828324056055.55
WI_011455,-63828324056055.94
WI_011456,-63828324056041.82
WI_011457,-63828324056043.305
WI_011458,-63828324056043.305
WI_011459,-63828324056045.88
WI_011464,-63828324056064.11
WI_011466,-63828324056046.62
WI_011467,-63828324056042.68
WI_011468,-63828324056044.86
WI_011469,-63828324056028.41
WI_011471,-63828324056004.2
WI_011472,-63828324056021.49
WI_011473,-63828324056098.9
WI_011476,-63828324055986.79
WI_011477,-63828324056014.1
WI_011479,-63828324056016.56
WI_011480,-63828324056054.75
WI_011484,-63828324056051.164
WI_011485,-63828324055883.016
WI_011486,-63828324056049.016
WI_011487,-63828324056047.83
WI_011488,-63828324056049.92
WI_011490,-63828324056046.23
WI_011493,-63828324056097.4
WI_011494,-63828324056050.7
WI_011498,-63828324056028.734
WI_011500,-63828324056022.0
WI_011502,-63828324056045.88
WI_011503,-63828324056045.88
WI_011505,-63828324056043.49
WI_011506,-63828324056040.695
WI_011507,-63828324055998.05
WI_011508,-63828324056036.875
WI_011509,-63828324055984.9
WI_011511,-63828324056027.01
WI_011512,-63087693398868.3
WI_011513,-63828324055984.9
WI_011514,-63828324056031.86
WI_011515,-63828324056003.6
WI_011517,-63828324056075.055
WI_011518,-63828324056051.164
WI_011519,-63828324056006.805
WI_011521,-63828324056058.71
WI_011522,-63828324056058.71
WI_011523,-63828324056058.71
WI_011524,-63828324056058.71
WI_011525,-63828324056058.71
WI_011526,-63828324056058.71
WI_011527,-63828324056058.71
WI_011528,-63828324056058.71
WI_011529,-63828324056058.71
WI_011530,-63828324056058.71
WI_011531,-63828324056058.71
WI_011532,-63828324056058.71
WI_011533,-63828324056052.7
WI_011534,-63828324056006.78
WI_011535,-63828324056006.78
WI_011536,-63828324056052.7
WI_011537,-63828324055990.19
WI_011538,-63828324056020.31
WI_011539,-63828324056049.92
WI_011540,-63828324056065.195
WI_011541,-63828324056042.86
WI_011542,-63828324056038.37
WI_011543,-63828324056049.305
WI_011545,-63828324056040.9
WI_011546,-63828324056028.46
WI_011547,-62763926812463.53
WI_011548,-62763926812462.375
WI_011549,-63828324056078.06
WI_011550,-63828324056050.875
WI_011551,-63828324056106.28
WI_011552,-63828324056006.0
WI_011553,-63828324056017.33
WI_011554,-63828324056049.76
WI_011555,-63828324056046.01
WI_011556,-63828324056042.86
WI_011557,-63828324056046.83
WI_011558,-63828324056047.04
WI_011559,-63828324056044.445
WI_011560,-63828324056053.734
WI_011561,-63828324056053.734
WI_011562,-63828324056020.336
WI_011563,-63828324056049.016
WI_011564,-63828324056027.59
